Factor_1,Factor_2,Factor_3
-0.0854714898669608,0.08555842353876805,-0.043713913529340925
-0.14995863773364065,0.1125082087950729,-0.22651588005196927
-0.124556938678159,0.09617768455150873,-0.09618206484859015
-0.10586888431724446,0.06271645276253432,-0.18174065922635316
-0.1397256357250545,0.10550740072575109,-0.06760329493595538
-0.06176090502827296,0.09598712145356247,0.4117412543370233
-3.710644067518626,-14.095810521436126,-1.0717663615883155
0.03929817420482942,-0.12001136188493836,-0.06622542552190058
0.02047112796113296,-0.1330481124732735,-0.4192540569488582
0.023246943089259592,-0.14540601002064624,-0.3034082504952398
0.05802741444600518,-0.15928728246615925,1.1673522321042358
-0.02378461541539193,-0.1635235559251337,0.6880202585126248
-0.9969997943507622,-3.946239428970832,-0.5051229272841803
-2.448688234602989,-9.375017327282265,-0.8138300612947369
-0.004378351128790313,-0.08214024038491191,-0.42240125909513315
0.08182306132992617,0.007197433106073889,-0.19241215724328464
0.06461164569120446,-0.06008543627988198,-0.5224371795310616
0.06647149110823893,-0.05918077197522693,-0.5001911664247524
0.05169068896297032,-0.11151092993871294,-0.5127391467279506
0.051487545126916355,-0.10400195779755869,-0.5438061086037881
0.05521327886223645,-0.09058575088088655,-0.5411081314323415
0.05632820963339065,-0.08977439413233211,-0.5284508564382944
0.07236878789286882,-0.05370945379028745,-0.4393666176560691
0.0531366626385848,-0.10266334673659157,-0.5254338833794074
0.03595294261045177,-0.13095695717606345,-0.10508599658891837
0.018080502956930762,-0.12782627594695367,-0.3486893396468663
0.012081886903378346,-0.06744350822409848,1.6923608430439583
-0.12239613275361622,-0.12446699375005266,0.06569523889976454
-0.09136076838136108,-0.09155599409328376,1.193240056126748
0.2682502963558715,0.3936034832133721,-0.33811773688561536
0.21942219917808894,0.43196241186655904,-0.4989346835651441
0.1653480772058102,0.3446336741638416,-0.4631652638020194
0.03009531951762568,-0.11838010809224304,-0.45970765937470537
0.01976363868177595,-0.12982570562654228,-0.493158634614574
0.07602910971614579,-0.047189553182851694,-0.3089064005803301
0.06805479588049371,-0.05109005921365956,-0.40344711831053903
0.060716982606325846,-0.05553878629917444,-0.48742342600641947
0.05654361324702147,-0.061681380392299735,-0.5222447393534827
0.04490833691206544,-0.09650771297434779,-0.5563552699311656
0.060241604114268425,-0.057150563958568934,-0.48805268764446014
0.04827084465288967,-0.09136234731420714,-0.5281378888255465
0.04602661255196846,-0.09566604784025926,-0.5437303368140797
62.98075246478181,4.264280881194821,2.371036359841399
-3.047077942878542,50.91360405373704,-0.6440994105031811
-0.7544177950208153,36.64000863659597,-0.7432949178127435
-0.34042236634493567,-1.500380487375789,-0.10654058548804575
0.02143941099572819,-0.1301123358393411,-0.41582579771952044
0.006612488450177916,-0.14646442757323963,-0.4814778579486171
0.018437647239067937,-0.12699925825565395,-0.435931669638153
0.03101866527121967,-0.1339240786928639,-0.24939323822290624
0.023498580463933272,-0.1217781778461902,-0.5311644603997607
0.01228688893796865,-0.16037991900729287,-0.5454419487768568
0.07017980923896212,-0.1461919296048722,0.6523260028557566
0.019689325235413765,-0.1318431083949195,-0.44104587184908256
0.05076294374544329,-0.022448894631703693,-0.34299341074389533
0.028408640397232714,-0.11619887946429328,-0.349642208955784
0.04895532643473734,-0.07509262949207342,-0.500497309693306
0.03409390735535663,-0.10713474894786562,-0.5413204445859684
0.006558877394345123,-0.17632146874059998,-0.42638700142919217
0.012243200935562722,-0.08154734453763945,-0.45923861044995196
0.0205937735658104,-0.1302016958706449,0.4628562823554994
-0.012711905702661397,-0.14635318330601427,0.06435616968775534
-0.016516258243355682,-0.1481981287067677,0.018837450258029978
-0.005368621615864884,-0.14279459671569847,0.15222439618703462
0.01564882425548837,-0.1369471322794231,-0.5019147092490842
0.034488032480139895,-0.12578097377831393,-0.18741436942448197
0.019640275643544147,-0.1238886141612198,-0.37136887590605194
0.0390313019126953,-0.0899785111710292,-0.3725829595133829
0.011697249271750743,-0.1469693716401419,-0.5294832923094748
0.03475141473414673,-0.1077238887669853,-0.3559253084144166
0.03317687204356173,-0.1241193368880413,-0.13654026052687226
0.026817980605219345,-0.10483245269961959,-0.5185026382935006
0.053302071428576556,-0.04846240603497034,-0.37124576317846486
0.037949445712692764,-0.07123349221790215,-0.48794036735830126
0.08325804140913731,-0.058709527231289804,0.04652106431746892
0.03650016033177952,-0.07046769472719942,-0.5105599945225094
0.02765374927396563,-0.10422624271807308,-0.5090095241895247
0.03930367138588484,-0.07061623256848953,-0.471637591922341
-0.05520387928825168,-0.06770292335092781,0.4678237798934029
-0.14113717754993327,-0.10310665900612191,-0.14981516020438673
-0.12741856528958134,-0.049306363297595246,0.018869959876297155
-0.03511569411469906,-0.06664811846624172,0.30215400852169
-0.026763256582400877,-0.13589447723029258,1.239377844378897
0.07254792550064171,-0.11352246033285637,1.6884022181031957
0.0767963938255367,0.011720697860946863,-0.34235617633701815
0.025773448022774804,-0.14165740481255096,-0.27515129299653346
0.02757509855368971,0.0019841930887930436,-0.3411821410479551
0.024782760336396183,-0.14315425923958697,-0.11265481983914327
0.021104021718577434,-0.14494085444620336,-0.15666410487732293
0.016618886915171875,-0.10844416514104352,-0.3598333174826637
0.01603515941376465,-0.10833729194004654,-0.36780124955776805
0.02438865464107887,-0.12582208460248634,-0.436073614149301
0.023825629209599703,-0.12561629531434423,-0.44401804442011983
0.10897165258503526,-0.11336910292436797,1.4455345167603184
1.4524001610299244,3.6394792223861976,0.39961978480000493
1.0629252550174353,3.60193634448437,-0.022034435814424286
-0.42908781236596577,2.02950580957202,-0.3436312796303316
0.09449383786471532,-0.1260529457929142,1.2344099986081327
0.23223094904699834,0.16177628898100382,0.36039003334241204
-0.0176568333191633,-0.025988818204708733,-0.5092283520033849
0.20590532936979278,0.17700021908214444,-0.10674616664626989
0.040592350113679836,-0.17877495707191388,1.1757161842232051
0.015793650866081733,-0.1628279642147224,0.4774343584460106
0.0200882847456262,-0.16663861077068576,-0.2054429124135527
0.03023791931489027,-0.10292843462533205,0.1531086428617307
-0.010452979962551269,-0.1568742090888642,-0.21257964547582328
0.024662744244072294,-0.1347304890622268,0.2400955713453684
0.04133288734822439,-0.06558117643954722,-0.1946951286813792
0.015900148868825677,-0.11200209606975554,-0.52522156114025
0.010135024738609983,-0.1674094148240239,-0.447199304544931
0.003991868677866808,-0.1702698313793581,-0.48838964205788077
0.005121330442788901,-0.16898348429430446,-0.4701357044723967
0.006974342169801376,-0.12390462716127998,-0.5245611412516623
0.05621906261943672,-0.10160420518888853,0.025341618834505673
0.06514360567970405,-0.08309457722057453,0.42512127707166303
0.020332499239015724,-0.13082882088438796,-0.43404746541559863
0.036660359316112175,-0.11491005890448686,-0.14088718819988033
0.03330951984074883,-0.11669773857976135,-0.20488619887459603
0.006728808899170996,-0.167148977616098,-0.44417085762197867
0.01564882425548837,-0.1369471322794231,-0.5019147092490842
0.014471501785121138,-0.1377167861604266,-0.5241770020168806
0.02106426784739822,-0.15019590260497723,-0.4116537487817167
0.027489205654107913,-0.1430114807489413,-0.3481919557241399
-0.011469185583378866,-0.24894804092883338,-0.5018672465878042
0.017448268883896324,-0.15294037129869945,-0.45241931227574594
0.03152642584526543,-0.11402117078563952,-0.5285772905647963
0.05131037707286948,-0.07374888268509193,-0.40388652004978887
0.043497185306644176,-0.07980938743000132,-0.48849208938370997
0.03487655189056865,-0.11158310507470505,-0.49054520186507083
0.054569923843979413,-0.07478367884302563,-0.3551398341049073
0.044851410979836255,-0.0791921277805887,-0.4721893139477497
0.17079890090886235,-0.06646319064278146,2.613652749924814
0.1437809565267847,-0.10618580384727862,2.150475616161112
-0.0555850358565452,-0.14132458407647816,-0.44212392679073376
0.06797308127056424,-0.14573930500713997,0.7342999046811501
0.012387690007935442,-0.2583266937604821,1.499617142334534
0.016927446860973073,-0.23068940474759658,0.9727136635317141
0.06700128236549406,-0.07461776591202521,-0.10459544505689755
0.029434110527279796,-0.09580127312731805,-0.5119682246561192
0.0236029254014002,-0.12348644850282305,-0.49069569760655585
0.015604611221994625,-0.1476690409506811,-0.5131366040311067
0.033577784490667804,-0.0910954712087067,-0.4723398096892347
0.01626581887571882,-0.1399049067489426,-0.47652101066752206
0.04073671084318164,-0.07102640097965304,-0.1948384440509264
0.028614709166339288,-0.0765286833531635,-0.4688631145966425
0.06014591400533665,-0.066300533818238,-0.10401253323227613
0.023918905076405077,-0.08262970127362938,-0.5106793004647817
0.04043924911471635,-0.08318277689663597,-0.28038955725439857
0.011153198895018361,-0.12191098264602243,-0.5437373224701931
0.05159204949738965,-0.06258797386094181,-0.22618810706106587
0.07299809629670034,-0.06712443313466634,-0.5278888950673263
0.050948704511527616,-0.14261277593723132,-0.5589867990548183
0.05040421194015179,-0.1431954121665066,-0.5646979606825765
