,Communality
LINEITEMUNITPRICE,0.9951625527403043
LINEITEMTOTALPRICE,0.9973696238574623
ESTIMATETOTALPRICE,0.9848696012833117
ESTIMATETOTALQUANTITY,1.0347827723076417
QTYPERLINEITEM,0.7484849097893478
MATERIALUNITWEIGHT,0.8042721361671971
MATERIALCENTWEIGHTCOST,0.7526751195481954
