Factor_1,Factor_2
-0.22259787004898837,-0.12152186693415984
-0.059678794057857754,0.301008274130067
-0.11424383697848126,0.3021108808706033
8.694182251676805,-0.17108084950094096
3.7871542368465234,2.5541299256146885
3.8316453251796165,0.5151526061695679
-0.2561702215603017,-0.16446126941714445
-0.2164660440848735,-0.24397632329118957
-0.22795386419657573,-0.16903040130419775
-0.17652100682472477,-0.4221100254726724
-0.14348627500231617,-0.5908340874372792
-0.2164660440848735,-0.24397632329118957
-0.22795386419657573,-0.16903040130419775
-0.17652100682472477,-0.4221100254726724
-0.14348627500231617,-0.5908340874372792
-0.23664893882908483,-0.37410844178757013
-0.24592607322487114,-0.2605657504662322
0.2604053416539007,1.413262625207226
0.17245405442140233,2.5725528168015526
-0.08151220187780395,-0.3585872453203988
0.4223727832892507,2.563745037082562
0.04905058907507952,-0.3606694610311431
0.016222492793609565,-0.34842292128473734
-0.07366865853488615,0.1531618455771812
-0.08145269014080404,0.40488957864268693
-0.1462066342383666,0.043211070798598074
-0.1557557665402637,-0.1445381957671464
-0.18313180762216655,-0.3770975323269504
-0.21521752986863565,-0.2650472401007364
-0.2215913898092776,-0.1699189356032239
-0.17231214637016226,-0.4143407061973453
-0.0031560414454579527,-0.23556717608229832
-0.04600492679969937,0.05819539808335361
-0.08987074274617846,-0.3584021789954192
-0.08555301062371633,-0.3575067517036926
-0.0847640324361035,-0.3381633977479189
-0.0823970978732649,-0.2801333358805979
-0.01447349090163989,-0.2679846636409033
-0.2462521566183185,-0.32249279003142545
0.26787622400872646,-0.42590757847492977
-0.11584550732452881,-0.353010631031956
-0.11505652913691597,-0.3336672770761823
-0.11347857276169027,-0.2949805691646349
-0.1078702782202504,-0.2674329034940721
-0.06914793506095449,-0.058695101511448765
-0.12792252651944236,-0.36800532475370895
-0.13846878420823333,-0.3541970204125498
-0.16757474363223668,-0.3396015257557035
-0.14093741353846653,-0.02997150506026239
-0.10762027341250727,0.06937596974487518
-0.1508122198604803,-0.5539052109619692
0.5862607396581262,-0.5962855358513692
-0.22227874015344806,-0.3638885453761611
-0.233908319918518,0.5116582890865234
1.0063974339121908,-0.2558154978994748
0.8812667466553119,-0.17020693770241593
-0.24617747941341597,0.14680605986952294
-0.35593200489376364,0.8628386948156657
-0.3073919199147401,0.5461657850114748
-0.47836088589641196,1.66155814509957
-0.17065393867556583,-0.43418109152717244
-0.09075644551223877,-0.4348863975167354
-0.2438016932992299,-0.009429558141737678
-0.2407406888753624,-0.27612235762165305
-0.17065393867556583,-0.43418109152717244
0.06903854081441528,-0.4362970094958614
-0.24911559065804936,-0.2753045939916514
-0.2484688736621869,-0.14214320030490546
0.9391782504682826,2.0439070774342416
0.05908091480858243,-0.32693951992413467
0.06064793150784937,-0.3210533509808515
0.054388335449224626,-0.2583989221373116
-0.23032845525607096,0.5447673417764025
-0.04908851459576006,-0.11868257000231261
-0.17410208518327158,-0.19754960274377562
-0.22950706848083025,-0.39906227963625357
-0.08177155279507944,-0.28413154969682186
0.7720301583443436,0.18321123178634663
0.46288881674138926,0.19004502708185278
0.47477525793835756,-0.5049912046876962
0.4713762471234149,-0.40734412546880305
0.4942643725330279,-0.34441003488308036
0.6050618504777204,-0.27887494242607386
0.470850733757639,-0.22606256090948076
0.4705233899565278,-0.1638839342356739
0.4641514865514297,0.43314481979899677
0.8159466501266834,0.895291492276382
0.07189119469651085,-0.1397733294534136
0.5855502074869099,-0.5980696858059803
0.6000609183041831,0.09331454182706338
0.13433238540130774,-0.036740399528412473
0.17381304832194933,0.45319639206980683
-0.05472384997875419,0.3132552478121653
-0.32149551443785185,2.4932720512053503
-0.21469008124898412,-0.3313631313273445
-0.22243132615014008,-0.07990493131330108
-0.20392485422455042,-0.3499667340713504
-0.22964494185244055,-0.053017614342807245
0.31440891924075715,0.48628404365451455
-0.2453364083681944,-0.239430190746797
-0.20802898837949702,-0.3862418020714965
-0.23279202252487885,-0.055366431865069836
-0.024264361616449275,-0.030046823820240817
0.026818604281993032,0.5137946329935561
-0.048129974879209024,1.3357316568473847
-0.1013492405936671,0.4080704440905382
-0.05669034630557054,0.8428382070058782
-0.06642928787582711,1.2771602599958074
-0.2770915011805991,3.580311926411275
-0.12850431249586491,-0.15182657411759173
-0.20874010757455447,0.030618187540344507
-0.20239083335383753,-0.4266763460891264
-0.25136845427050336,0.5204397449269345
0.1137378683564361,-0.3016376760302912
-0.14686269858149356,0.3275260748603033
0.7895544839199573,-0.1304843785512115
-0.16893561279151914,-0.31951440746947135
-0.16458815067663402,0.1845433807460575
-0.22460893279048882,-0.37197593452542
-0.22476429743045037,-0.25865759109760483
-0.2033915466795718,-0.5078721840879514
0.4653005489740126,0.16958424807005182
1.0549464813634086,1.2244458059798407
0.30067512345560715,2.0584356706717415
0.26816066398987876,1.9560128625202267
0.41045765692600616,0.1698801626000229
1.0001035893154024,1.224741720509812
0.2133177719418724,1.956308777050198
-0.22492413193032226,-0.4416513381623179
-0.22420357389610318,-0.42824643289374503
-0.2252451953051101,-0.37321269427307224
-0.12923076910816034,-0.25549111736872665
0.019552575738259262,-0.004529833975126238
-0.2345101093286566,-0.3370908701026617
-0.10966972567667307,0.3939090006838452
-0.2187972397598084,-0.37298594019050146
-0.22075724863578242,-0.3917760152016018
-0.2299155074007677,0.2672388993934851
-0.22906552876574318,-0.3520600819366405
-0.24525650208962005,-0.018127284838696914
0.31071646968797845,0.06517835398588885
-0.2256982565992317,-0.14293739067968475
0.025346742476957233,0.11416421536322038
0.43720210872261905,-0.5209527718698984
0.43840532517705344,-0.5037997005979692
-1.1728854695470792,18.37538831541617
-0.17484435299317463,-0.13119468056792602
-0.26403046657226803,0.6519961818377545
-0.19426716610051906,0.03938434407149406
-0.20398411467539537,0.12468818854158939
-0.16512740441829835,-0.21649852503802133
-0.18455021752564277,-0.04591950039860121
-0.1965617047134989,0.05954783112078588
-0.16158955707787082,-0.24752307753094077
-0.10092605297619535,0.8084739375200235
-0.24237580009518314,0.030914165895357695
-0.3070182729743677,0.6302830967056576
-0.2453364083681944,-0.239430190746797
-0.22587422639322505,-0.08833386031426138
0.5891833991361661,-0.43591073019898596
0.0918179593005232,-0.2501292431269193
-0.20680832115555603,-0.49820043081791826
-0.22907721141791124,-0.3519422338690768
-0.19453776397644315,-0.4092962952249124
-0.13267166108272505,-0.5154951469335065
-0.15227666515921745,-0.5396990416891985
0.33793136281401487,-0.28577785136891637
0.26223715167680706,-0.1700651980896209
0.20139233723409983,-0.08803118077486517
0.18051897470030123,-0.279284342796629
0.09711107693880097,0.2275743990040677
-0.1008743666515746,-0.056549149683909276
-0.1250475076672408,-0.37332069468433204
-0.2140262669024996,0.8386092015222899
0.07537802775282379,-0.1918610817676254
0.005875369720533751,1.8035647108414996
-0.24237580009518314,0.030914165895357695
-0.3070182729743677,0.6302830967056576
-0.22608501769212103,0.371231215279413
-0.2175183886638137,-0.28054719281322665
-0.20715365493355797,-0.06686182665998056
-0.2277195703120381,-0.35459707538560725
-0.22879167498102485,-0.22050150156746923
-0.08862376119389291,-0.533280555573336
-0.14895716065093054,-0.35597244408278045
-0.14704713441400183,-0.30932184864990736
-0.16769723385887964,-0.0006052173875094607
-0.14127594013329225,-0.3097123108355848
-0.142226095337255,-0.3329187543690904
-0.1319479869654689,-0.31276870833640147
-0.041126000028982826,-0.2775174332469786
-0.07796771889285306,-0.10136226263575031
-0.10659649635908014,-0.3600441656948167
-0.22660661596872927,0.07653193929655476
-0.24339345671026322,-0.34284111863185546
-0.015091933088531174,0.07012716463833654
-0.13895183092193772,0.39093800289278
-0.06802894489363374,0.42222139708848333
-0.16295360687238755,-0.1512225577544577
-0.20299098711293184,-0.15064723119268444
0.177954861367187,0.36962250000033503
0.10812027917950996,0.5775916729054589
0.08108102253499712,0.7875072391521258
0.07507890538000819,1.2061025796326135
-0.03277200757111907,2.394949083305412
-0.07990083105298618,3.4211409224198728
-0.21515910556887954,0.22006937831375856
-0.18692309038203264,-0.24299463259424284
-0.22519773316005198,0.40556580116199337
-0.23981527392200908,-0.38874136400590675
-0.2332574091869113,-0.46072352274089
-0.11970559570966136,0.40325408859754897
-0.055669688485096985,1.2662689529626263
-0.11853176193624562,-0.06815928411342649
-0.1855996232273161,-0.014616246977489521
-0.16295360687238755,-0.1512225577544577
-0.21541281439847176,-0.4105898775209932
-0.20401495198158814,-0.47819933896750316
-0.25056663712074145,-0.26879158471882697
-0.11693360074703811,-0.16104065154265834
-0.15770029177524608,-0.0752346439295286
-0.21218251104412114,-0.4189873048608097
0.32425689854133277,-0.4158389289793397
-0.2368400054699806,-0.25123958031830773
-0.2503500083519074,-0.20933751577014711
-0.2582005018885566,-0.15041192930880973
-0.0050428388864177075,0.36671981562499434
-0.15941091005418923,0.377019942294495
-0.2147029587642893,-0.3445863086639543
-0.0930927511170947,-0.3110258379795737
-0.22519773316005198,0.40556580116199337
-0.11935391367021711,-0.2774883907973415
-0.16448123180492275,-0.28562880076416286
-0.15106507099320415,-0.07644741988028561
-0.11317298282793799,-0.4653862499904629
-0.12942236223281062,-0.44315092164625625
-0.10756019211457125,-0.53986365074713
-0.2395822223616339,-0.02547570201925557
-1.510567044675588,14.734836967157632
-0.2256982565992317,-0.14293739067968475
-0.2256982565992317,-0.14293739067968475
-0.23515860470019975,0.10797893601800673
-0.021082641556886075,1.2118739836181425
-0.3374885357541884,1.3904810227330393
-0.13632399663282932,-0.19981088842177663
-0.13429215083169213,-0.4279939013450819
-0.13601745205595162,-0.21967043682019444
-0.135840259598933,-0.3719716018284823
-0.1364914540482683,-0.2505399826550714
-0.13544912102558507,-0.342494061984247
-0.13847637156942846,-0.06267325007559958
-0.13410786684726567,-0.25148367855745457
-0.14746983936400296,0.5035752326342022
-0.1466247348259646,0.26015743034707167
-0.22154659797251244,0.6091788619764388
-0.21257815917721906,0.523651509678331
0.7810583439093401,-0.4780131187394811
-0.3275606423719857,0.3295534183588097
-0.06290105247291777,-0.1538909562280069
-0.17201231702819159,0.2717667488206413
-0.14189576034064763,1.2149421449367
-0.2632926121817221,-0.09793952563347792
-0.27876326179394184,0.005783595718608549
-0.28012359426744216,0.28789948288136125
-0.17994400754156634,-0.21805114347382906
-0.24157310961873554,0.34260884039950357
0.012060802274379953,-0.20594673765123375
-0.09230555129582958,-0.22942884744244926
-0.2548467574265051,-0.20324838466410816
-0.22632801420740128,-0.24360394493250515
-0.20895613838511368,-0.38272733544883347
-0.2561702215603017,-0.16446126941714445
-0.36649237564093384,3.5610923222987516
-0.2185159931143528,-0.43717083788216743
-0.23291138317549143,-0.3366043850388679
-0.24526323802972808,-0.16630227006903264
-0.21222717008154882,-0.34309711233522383
-0.21390092844364136,-0.1936407640553147
-0.22086655796662877,-0.03613876329482451
-0.2141829829002315,-0.30424846797529137
-0.11169679058613831,-0.137060239535849
-0.22138908025635567,0.21046629379039275
-0.25056663712074145,-0.26879158471882697
-0.20988973576295988,-0.4772936541414381
-0.2368400054699806,-0.25123958031830773
-0.2503500083519074,-0.20933751577014711
-0.17183448563417328,-0.49216383312310386
-0.1073540519253902,-0.19211370862453264
-0.09651353059601106,0.31067335541611885
-0.38519842363476087,2.392884077984521
-0.2293768626184517,-0.31032882337049866
-0.1910986649399426,-0.4116645214430802
-0.20340803088730763,-0.403210325382299
-0.1829889912996263,-0.3053760390958023
-0.18307605697602702,-0.12346885734940224
-0.19385277957420985,0.5086177858801532
-0.2679295381827193,0.6142214152223897
-0.1740881392945857,0.1666880969118473
-0.17666134343573553,-0.25640422896966425
-0.23515453682492465,-0.37133660972563076
-0.16497627268801268,-0.4635535460571536
-0.1567691159735423,-0.4396825751013099
-0.1557044140466437,0.14213496715115884
-0.10929106779535265,-0.5874922723745561
-0.21137960526870747,0.37063607556833533
-0.2300277399084228,0.7107134322646728
-0.23645326659337418,-0.44491783836116244
-0.23197359830893233,0.16275548466995954
-0.29233398397025834,2.055962435975949
-0.21188447349624015,-0.33759190524626564
-0.22821463753829127,-0.28883158936943504
-0.17528068109395062,-0.5319151749675184
-0.18775936813702604,-0.5208373297526032
0.5888799443923757,-0.4598516178166772
0.17095846720965616,-0.5761450754548447
0.09618718514299873,-0.3360822134878409
-0.2582005018885566,-0.15041192930880973
-0.2453364083681944,-0.239430190746797
0.12608345738949603,-0.38592147149328826
-0.2469056175402576,-0.15223928872303216
-0.22412733485518163,-0.4406164241120892
-0.21601152956133507,-0.3538255788779394
-0.23506435268813372,-0.24177137280033642
-0.2396498441102962,-0.3344242998260601
-0.24755512281105263,0.147250179450462
-0.22258050336066237,-0.3633210193097571
-0.23391292560105034,0.5116581271193216
-0.22028428297173389,0.1683578874826639
-0.11749155366780735,-0.4960671815981994
0.29763590623621766,-0.11951003060659138
0.08387155042533849,-0.5202168349721011
-0.2207356838897159,-0.4096647836252414
-0.30153575465698607,0.14946375600980077
-0.09785562412286905,-0.447895694608991
-0.2404505865254177,-0.4429055781807334
-0.21656492012561823,-0.43852605850332355
-0.1682255571481162,0.48813466942537526
-0.033120328465198925,-0.4713422850068508
-0.06298147624897471,-0.36284868366467177
-0.05064673492121779,-0.4009580848406665
-0.07575536616846297,-0.17318203792791956
-0.07540313754461404,-0.33378118541821894
-0.05051057744470763,-0.2427928250322473
-0.07545232688260206,-0.252039998740873
-0.07577038365578485,-0.07443306450390921
-0.07624612652428026,-0.1832606832032551
-0.028146593585151727,-0.48201175859379414
-0.052139036640429307,-0.35534730735316056
-0.06347307268054173,-0.2655583689803927
-0.07588717156206093,-0.14416957545424883
-0.1529975631925749,-0.3187134180045501
-0.024112460487087532,-0.13916770192118583
0.20347839573683915,-0.35663655039623343
-0.21641562765233696,0.5724393426571257
-0.17982865079029509,-0.43002275486914143
-0.18056090503342878,-0.3983226998427872
-0.1919885398402613,0.26523582333551793
-0.20475075560704983,0.021309127527172064
-0.2669104029868091,0.6142572549648849
0.12313240892652116,-0.5547885982748334
-0.18985485094500568,0.042502196264707436
-0.22533742347830193,-0.3525787995148929
-0.51555416841863,3.008833421373234
-0.2559852226483592,-0.24472187269853413
-0.22629728246544076,-0.4271241724976621
-0.3553744892092972,1.6105118966583694
-0.3553744892092972,1.6105118966583694
-0.2367000502595987,-0.018301197319743907
-0.2943810202629154,0.5318975861193004
-0.13896859844316323,-0.310959411161116
-0.19404179978545308,-0.1955725602159073
-0.1890963480161532,0.13352037876897319
-0.15309946800824514,0.6194717815919502
-0.20949138240695658,0.527544276291383
-0.19848784129313657,0.7974630175313974
-0.31338813305805846,1.1908042128889664
-0.12869282486415481,-0.17387713355826956
-0.07720376555194046,-0.011067975644423394
-0.07048942194106089,-0.42264961199884954
-0.08137861552520238,-0.4742219275241378
-0.08785202542116491,-0.42012492171812255
-0.09488236053046961,-0.35066362176160426
-0.11767863448227955,-0.35294270864764377
-0.1253230251031649,-0.2532908684447192
-0.09760723257255816,-0.3054412774197995
-0.11947541558320827,-0.341752322015592
-0.23432786541808495,-0.4192767340732857
6.962774449761603,-0.35708819695757094
7.308760018445598,-0.27489548065438624
15.88837436117543,0.23551262837187364
7.002140932654771,-0.5738984735233177
-0.23485728462054342,-0.09592510327811712
-0.28868587617318586,0.3767204458916219
-0.23485728462054342,-0.09592510327811712
-0.28868587617318586,0.3767204458916219
-0.19847622250663027,-0.2570337515190277
-0.22324176782033225,-0.24894314086771493
-0.2046118046467793,-0.1752254402157585
-0.07512485433137385,-0.2953552567055321
-0.2456506102904054,0.005412842465834017
-0.2260089442523132,-0.2797334963596268
-0.22968150425921877,-0.12503360605591077
0.2450673313449571,-0.5860349100176595
0.26446079550752044,-0.5130970026327458
0.1582111561303664,-0.5102780183949827
0.4298203025402279,-0.4734151258253445
0.2099841637726044,-0.41571191374043526
-0.24212366384681666,-0.029658246225466475
-0.2940858253335062,-0.207853504417578
-0.21285644317246236,0.00015600548867428002
0.08493412502633779,0.18657103651945436
0.36762536551180286,-0.47311015740541007
-0.34812988879740564,0.9173411301855
-0.1690184017697447,0.7973870816821617
-0.26413328547190756,2.4046093597295077
-0.17216060784175047,0.41515822940747754
0.002275841895060009,-0.30990912060638554
-0.03819641408004398,-0.6125212790121874
-0.03465496444525254,-0.5280795389365666
0.01810166029084767,-0.5309289224229069
-0.012163629704006737,-0.4891586609027462
-0.014221996209098812,-0.47520216450394
-0.014599970770402778,-0.46613407569098164
0.007491077860489271,-0.5477873596241276
0.00548575937074978,-0.5311788870133555
-0.017710210046117024,-0.5226645437465441
0.005290112588335397,-0.5409883887103824
0.0038878179200600178,-0.5290545543576398
-0.08983654912437881,-0.3946441524985803
-0.12884152875554594,0.16099406368946895
-0.08175727366284473,-0.481527712366333
0.11506147733765298,-0.45163763611042057
-0.11470852993540674,-0.17302755945150505
-0.046751304271823585,-0.5527814576151242
-0.18292750078650538,-0.37678450175946804
-0.22193248041767255,0.17885371442858117
-0.17484822532497132,-0.46366806162722074
-0.18731016155333444,-0.44710765722826123
-0.20779948159753334,-0.15516790871239283
-0.13984225593395017,-0.534921806876012
-0.20260627595451372,-0.4219152115577098
-0.20339942262584543,-0.40713880726983337
-0.2112494010492783,-0.33756957176876795
-0.195656719927173,-0.31387126045523567
-0.20690859839803447,-0.35720206655648734
-0.20997191071142415,-0.06919428072254236
-0.2089187449723857,-0.16234386463233927
-0.2457971428809814,-0.3225296600668107
-0.2861378342942796,0.7475158063802021
-0.3521017570854941,0.9584034782980101
-0.25648701876689006,-0.24455085916871103
0.6143078172218569,-0.22263873387322422
-0.22207405038149355,-0.45375999738092493
-0.2278066113046664,-0.40957996577167766
-0.1712598802901186,-0.5897219978287651
-0.2000764581362568,-0.5190459180590106
-0.05664035920183505,-0.4762391480297416
0.7860323904416563,-0.4923546689272253
-0.18379744924095553,-0.4421478823915551
-0.13220608382531557,-0.5945672849362237
-0.16095768059486595,-0.5238997622641309
-0.1632896296288698,-0.5072482769854662
-0.1632069503841293,-0.5170944303220352
-0.2140262669024996,0.8386092015222899
-0.24376954586258193,-0.025299904785316154
-0.14475985248657944,-0.38059425465295216
-0.21184401899385005,-0.42533098844865647
-0.24245142185543972,-0.16898091071615817
-0.25052844884736136,-0.05578729316141121
0.07300623165058817,-0.2065714834372234
-0.2274395259206062,-0.1325476239140459
-0.2292632554409855,0.6962562777775614
-0.27414587053706374,0.5097887650807263
-3.446014738102943e-05,0.4009048267729459
-0.09732150637713974,-0.41214043524167543
0.1765477826913304,-0.507369807692766
-0.03223237268127347,-0.5282811768776643
-0.24118056907798807,1.4212521587949274
-0.22581329845705075,-0.436094171049035
-0.23421443429722685,-0.37294319338174303
-0.24190922032585113,-0.29428471928502825
-0.11816672182687739,-0.4270739950564809
-0.06695260105081209,-0.3406804017002171
-0.08153953128496272,-0.3498969512502546
0.11691362767000851,-0.30871757806539896
0.05172452085451088,-0.2579074214922789
1.650725387112701,6.70980716090164
-0.2456506102904054,0.005412842465834017
0.07522250253482966,-0.3460810071248614
-0.04609423024455928,-0.27361766358453393
-0.0662666823086294,-0.32542733016282144
-0.12031768032956702,-0.4595794110592919
-0.12188808262041108,-0.35649363652478316
-0.21575052344544632,-0.3818539900740684
-0.0007556956056988972,0.1111328835524274
-0.06593672311407527,-0.32232545892752745
-0.0007316739512947289,-0.07625173488956233
-0.06779953524236522,-0.022708697753625363
0.06417264798746956,0.26635904204738975
-0.34242034662309634,0.005664158749673337
0.35632845347507824,-0.24108229350414237
0.9488789829695559,0.07392038751643408
0.3394770523851263,-0.08937935551825343
0.3156489396403081,0.4883299599447974
0.5443534744746973,-0.47208198880393915
0.37124244210558743,0.327578927310747
0.39674471096326036,1.1651372754282516
-0.2403905809430427,0.05337019081050843
-0.08454618702825882,-0.3589989826812577
-0.206543053851484,0.028961002280741707
-0.2004605434891156,-0.19428039075783
-0.19939255528758376,-0.3067615297773774
-0.20082966362210644,-0.12298091293140659
-0.21076128168225092,0.26568792801101837
-0.22949522409436202,-0.4576931852851849
-0.2367986132425835,-0.40453335254460965
-0.18411422019880153,-0.2537372682874126
-0.2259785229511895,-0.19184093006722652
-0.2265215665309799,-0.030383977231995655
-0.30135349567135983,0.14820254176207964
-0.12697607693508292,-0.37233839013510533
0.2567091379028809,0.21321465894875605
-0.2075784930063875,-0.45492664477466965
-0.18792071002771654,0.37687643964528433
-0.164157124711534,0.5860079567999933
-0.0870048734514126,-0.35434305273828026
-0.09295834350972741,-0.2745915818305747
-0.08397550502771334,-0.38567556990718166
0.008468662954314851,-0.5183381636000505
-0.06838952687530697,-0.517934679338974
-0.23685718535906403,-0.4441522282619284
7.697229084560691,-0.32362165289654227
4.51787211944959,0.7956460211728288
6.433956716798871,1.0342741858185707
6.213483762843135,1.0777317443836536
11.606743525990696,2.011236282407514
-0.21373625866253856,-0.34080832038417047
-0.20087298116656474,-0.46254206365912665
-0.20262075158056858,-0.4448544780724534
-0.21557714716224557,-0.1718114783216797
-0.1762715492169719,-0.5346612165059302
-0.1780172217748549,-0.5227487736431247
-0.18201120034869706,-0.5038783270771142
-0.18329424849510226,-0.4948967262566657
-0.2003565125439628,-0.4407603482845218
-0.20875764838413888,-0.3776093706172299
-0.22047827116602278,-0.2608244613455157
-0.19288855847360126,-0.4221434352834219
-0.17724679343569208,-0.5227216801295286
-0.1827942324956772,-0.48487188427918027
-0.18664094352090807,-0.45864131563441124
-0.2449149048496103,-0.392770197329813
0.06527562485220324,-0.43963950793410717
-0.28360052503146344,1.5093295936013122
-0.19765797516700342,-0.4284251909216132
-0.19942246024248678,-0.3344429335725991
-0.19376201908268034,0.07435013243136127
-0.24492632657122576,-0.17868398842906766
-0.25196117801880513,0.28731624381080195
-0.16652576488987172,-0.14168032316031537
-0.18238664389137244,0.12125908232194559
-0.17882810464874582,-0.37014650073079963
-0.17925087220389807,-0.21809640725035903
-0.16665348276773834,-0.12615386069641937
-0.14784999836404555,-0.49850306938276606
-0.2161275131338897,0.16754741999036424
-0.2181298418462176,0.20958762908023792
-0.20428706978777167,-0.12921100497136576
-0.20680832115555603,-0.49820043081791826
-0.21575052344544632,-0.3818539900740684
-0.2341780508430418,-0.11970454048827334
-0.1469053890601304,-0.5077593916012276
-0.21318140814835376,0.13823479523607363
-0.2727090026286908,0.9165620525492828
-0.21863697963569154,-0.22493596943372823
-0.22034853003102134,-0.3391252310938513
